Interest,Work_Style,Strengths,Communication_Skills,Leadership_Skills,Teamwork_Skills,Decision_Making,Aptitude_Level,Field_of_Study,Years_of_Experience,Adaptability,Time_Management,Problem_Solving,Emotional_Intelligence,Stress_Tolerance,Learning_Style,Certifications_Count,Technical_Skill_Level,Career_Goals,Location_Preference,Willing_to_Relocate,Highest_Degree,GPA,Industry_of_Experience,Internship_Experience,Remote_Work_Experience,Risk_Tolerance,Routine_vs_Dynamic_Work,Introvert_Extrovert_Score,Creativity_Score,Courses_Completed,Work_Hour_Flexibility,Workplace_Preference,Work_Life_Balance_Preference,Salary_Expectation,Value_Priority,LinkedIn_Portfolio,GitHub_Repos,Public_Speaking_Experience,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,Predicted_Career_Field
Arts,Collaborative,Practical,Low,Medium,Low,Low,Medium,Law,11,Medium,High,Low,Low,Low,Kinesthetic,3,High,Engineering,Rural,Yes,PhD,3.1,Tech,No,No,High,Routine,High,Low,3,Shifts,Hybrid,High,30kâ€“60k,Security,Yes,14,Yes,Low,Medium,High,Low,High,UX/UI Designer
Doctor,Independent,Analytical,Low,High,Medium,Medium,High,Nursing,5,Medium,High,Low,Low,Low,Reading/Writing,1,Medium,Architecture,Rural,Yes,Bachelors,2.41,Retail,Yes,Yes,High,Dynamic,Medium,Medium,9,Shifts,Hybrid,Medium,>100k,Helping Others,No,8,Yes,Low,Medium,Medium,Medium,High,Data Scientist
Finance,Flexible,Analytical,Medium,High,Medium,Medium,Medium,Public Relations,9,High,High,Low,High,High,Reading/Writing,3,High,Lawyer,Urban,No,PhD,3.56,Education,No,No,Low,Routine,High,Medium,5,Shifts,Hybrid,Medium,<30k,Recognition,No,0,Yes,High,High,Medium,Medium,High,Clinical Psychologist
Hospitality,Independent,Creative,Medium,Medium,Medium,Medium,Medium,Chemistry,13,Medium,High,Low,Low,Medium,Reading/Writing,5,Medium,Medical,Urban,Yes,Bachelors,3.93,Construction,Yes,No,High,Dynamic,High,Low,10,Shifts,Hybrid,Medium,30kâ€“60k,Recognition,Yes,8,No,High,Low,Low,Low,High,Investment Banker
Technology,Independent,Analytical,Medium,Low,Medium,High,Low,Psychology,4,High,Low,High,Low,Low,Reading/Writing,5,High,Education,Rural,No,Bachelors,2.68,Healthcare,Yes,Yes,Medium,Dynamic,Low,Low,3,Shifts,On-site,Low,30kâ€“60k,Recognition,Yes,8,Yes,Low,High,Medium,High,Medium,UX/UI Designer
Technology,Independent,Practical,Low,Medium,High,Medium,Low,Political Science,7,High,Low,Medium,Medium,Medium,Auditory,3,Medium,Teaching,Flexible,Yes,Masters,3.08,Law,Yes,Yes,Medium,Dynamic,Medium,Medium,0,9â€“5,Remote,Low,>100k,Security,No,7,No,Medium,Medium,Low,Medium,Medium,Game Developer
Human Resources,Independent,Analytical,Medium,High,Medium,Low,Medium,Business Administration,6,Medium,High,High,Low,Medium,Visual,5,High,Engineering,Urban,Yes,PhD,2.4,Tech,Yes,Yes,Medium,Dynamic,Medium,High,0,Shifts,Hybrid,Medium,>100k,Innovation,Yes,12,No,Low,High,High,Low,Medium,Investment Banker
Hospitality,Collaborative,Practical,High,High,High,High,Low,Sociology,11,Low,High,High,Medium,Low,Visual,2,High,Consulting,Flexible,No,Bachelors,3.23,Construction,No,Yes,Low,Dynamic,Medium,High,0,9â€“5,On-site,Medium,30kâ€“60k,Innovation,Yes,4,Yes,Low,High,Low,Low,Low,Astronomer
Arts,Independent,Practical,Low,High,High,Low,Low,Chemistry,7,High,Medium,Medium,Medium,Medium,Visual,3,High,Marketing,Rural,No,Bachelors,2.56,Retail,No,No,Low,Routine,Medium,Medium,4,Freelance,Remote,Low,>100k,Helping Others,Yes,13,No,Low,Low,Medium,Low,Medium,Marketing
Finance,Collaborative,Analytical,Low,Medium,Medium,High,High,Law,5,Low,Low,Medium,Low,High,Visual,3,High,Finance,Rural,Yes,Diploma,2.91,Tech,No,No,Low,Dynamic,High,Low,10,Freelance,On-site,Medium,60kâ€“100k,Helping Others,Yes,13,Yes,Medium,Low,High,Low,Medium,Engineering
Legal,Collaborative,Analytical,Medium,Medium,Medium,Medium,Medium,History,10,Low,Medium,Low,High,Medium,Visual,1,Medium,Marketing,Urban,Yes,Masters,3.81,Law,Yes,Yes,High,Routine,High,High,1,Freelance,Remote,Low,<30k,Security,Yes,18,No,Low,Medium,High,High,High,Veterinarian
Business,Flexible,Practical,High,Low,Low,High,Low,Architecture,0,High,Medium,Medium,Low,Low,Reading/Writing,1,Low,Architecture,Flexible,Yes,Bachelors,2.92,Education,No,No,High,Routine,Medium,Medium,7,Freelance,On-site,High,30kâ€“60k,Innovation,Yes,20,Yes,High,High,Low,Low,Medium,Medical
Legal,Independent,Analytical,Medium,Low,Medium,High,Low,Economics,2,Low,Low,Low,High,Low,Kinesthetic,3,Low,Finance,Urban,No,Bachelors,2.67,Construction,No,No,Low,Dynamic,Low,Low,6,Shifts,On-site,Medium,60kâ€“100k,Innovation,No,8,No,Medium,Low,Medium,High,High,Civil Engineer
Mathematics,Flexible,Practical,Medium,Medium,Low,High,Low,Chemistry,18,Medium,High,Medium,High,High,Reading/Writing,2,High,Medical,Flexible,No,PhD,2.04,Law,Yes,No,Medium,Dynamic,High,Medium,8,Shifts,Remote,Medium,>100k,Security,No,16,Yes,High,Medium,High,Medium,Medium,Flight Attendant
Marketing,Independent,Strategic,Medium,High,Low,Low,Low,Chemistry,11,Medium,Medium,Medium,High,High,Auditory,2,High,Consulting,Flexible,No,Masters,3.72,Tech,Yes,Yes,Medium,Routine,Medium,Low,1,Freelance,Hybrid,Low,<30k,Helping Others,No,2,Yes,Low,Medium,High,Low,High,Entrepreneur
Business,Collaborative,Creative,Medium,High,Medium,High,Low,Architecture,20,Medium,High,Low,Medium,High,Kinesthetic,4,High,Mathematics,Urban,Yes,Masters,2.79,Education,Yes,Yes,Low,Dynamic,Medium,Medium,3,9â€“5,Remote,Low,<30k,Recognition,No,10,No,High,Medium,Medium,High,Medium,AI Researcher
Doctor,Independent,Analytical,Low,Low,Low,Medium,Low,Civil Engineering,20,Low,Low,Low,Low,Medium,Reading/Writing,0,High,Hospitality,Flexible,No,Bachelors,2.85,Construction,No,Yes,Medium,Dynamic,Low,Medium,9,Shifts,Remote,High,<30k,Innovation,No,0,Yes,Medium,High,Medium,Medium,High,Animator
Sales,Collaborative,Analytical,Low,Medium,High,Low,Low,Computer Science,17,High,Medium,High,Low,Low,Auditory,1,High,Finance,Urban,No,Bachelors,2.42,Finance,Yes,Yes,High,Dynamic,Medium,Medium,10,Shifts,On-site,High,30kâ€“60k,Recognition,No,6,No,High,Medium,Low,High,High,Actuary
Teaching,Flexible,Strategic,High,Medium,High,Low,Medium,Mathematics,20,Medium,Medium,Low,High,High,Auditory,0,Medium,Sales,Urban,Yes,Bachelors,3.72,Education,Yes,No,Medium,Dynamic,Medium,Medium,6,Freelance,Remote,High,30kâ€“60k,Security,Yes,4,No,High,High,High,Low,Low,Hospitality
Hospitality,Flexible,Practical,Medium,Low,Medium,Low,Low,History,0,Low,Low,Medium,High,Low,Kinesthetic,2,Low,Hospitality,Flexible,No,PhD,3.8,Construction,Yes,No,Low,Routine,High,Medium,9,9â€“5,Hybrid,Low,<30k,Helping Others,No,7,Yes,Medium,High,Low,Medium,Low,Software Developer
Arts,Collaborative,Analytical,High,High,High,High,Low,Engineering,9,Medium,Medium,Low,High,High,Kinesthetic,2,Medium,Technology,Rural,Yes,Masters,3.98,Retail,Yes,Yes,High,Dynamic,Medium,Medium,8,9â€“5,On-site,Medium,<30k,Security,Yes,6,Yes,Low,Low,High,Medium,Medium,Biotechnologist
Human Resources,Independent,Creative,Low,Medium,High,High,Medium,Chemistry,6,High,High,Low,Medium,High,Visual,5,Low,Technology,Flexible,No,Diploma,2.72,Finance,No,No,Low,Dynamic,Low,Medium,5,Freelance,On-site,Low,30kâ€“60k,Security,No,2,No,High,Medium,High,High,Medium,Flight Attendant
Public Relations,Flexible,Analytical,Low,Medium,Low,High,Low,Architecture,18,Low,Low,Low,Low,Low,Auditory,3,High,Business,Urban,Yes,Masters,2.57,Arts,No,No,High,Dynamic,Medium,Medium,10,9â€“5,Remote,High,60kâ€“100k,Helping Others,Yes,8,Yes,Medium,Low,Medium,Low,High,Education
Business,Independent,Practical,High,Medium,Medium,High,Medium,Economics,6,Medium,High,Low,Low,Medium,Reading/Writing,4,Medium,Design,Flexible,No,PhD,3.01,Construction,No,No,Low,Dynamic,High,High,3,Shifts,Hybrid,High,<30k,Helping Others,No,8,No,Low,Medium,Medium,Medium,Medium,Animator
Medical,Flexible,Analytical,Medium,Low,Medium,Low,Low,Economics,8,High,High,Medium,Medium,Low,Visual,2,High,Lawyer,Urban,Yes,Masters,2.28,Healthcare,No,Yes,Low,Routine,Medium,High,4,9â€“5,Remote,Low,>100k,Innovation,No,1,Yes,Low,High,High,Medium,High,Sales
Legal,Independent,Analytical,Medium,Low,Low,High,Medium,Journalism,3,Low,Medium,Low,Low,Low,Kinesthetic,2,High,Mathematics,Flexible,No,Bachelors,2.98,Tech,Yes,No,Medium,Dynamic,Medium,Low,8,Shifts,Hybrid,Low,>100k,Security,No,1,Yes,Low,High,High,Low,High,Financial Planner
Architecture,Independent,Analytical,High,Medium,High,Low,Low,Journalism,14,Low,Medium,High,High,Low,Reading/Writing,3,Medium,Teaching,Flexible,No,Masters,3.51,Education,No,No,Low,Dynamic,Medium,Low,6,9â€“5,Hybrid,Low,30kâ€“60k,Security,No,16,No,High,Low,Medium,Medium,Low,Legal
Finance,Collaborative,Analytical,High,Medium,High,Low,Low,Political Science,17,Medium,Low,Medium,Low,Low,Visual,4,Low,Finance,Urban,Yes,PhD,3.85,Finance,Yes,No,High,Dynamic,Medium,Low,0,Freelance,On-site,Medium,<30k,Recognition,Yes,12,Yes,Medium,Low,Medium,Low,Medium,Mathematics
Engineering,Independent,Analytical,Medium,Low,Low,Low,Low,Environmental Science,11,High,Low,Low,Low,Low,Reading/Writing,0,Medium,Medical,Flexible,Yes,Diploma,2.67,Construction,No,No,High,Dynamic,Medium,Medium,10,Freelance,Hybrid,Medium,60kâ€“100k,Innovation,Yes,16,No,Low,High,High,Low,High,Chef
Medical,Collaborative,Strategic,High,Medium,Medium,Low,Low,Economics,18,High,Low,High,Medium,High,Auditory,3,Low,Education,Flexible,Yes,Masters,3.06,Healthcare,Yes,No,Low,Dynamic,Medium,High,1,9â€“5,Remote,High,60kâ€“100k,Recognition,No,13,No,Low,High,High,Medium,Medium,Entrepreneur
Journalism,Collaborative,Practical,Low,Medium,High,High,Medium,Marketing,16,Low,Medium,Low,Medium,Low,Reading/Writing,2,High,Architecture,Rural,Yes,Diploma,2.19,Arts,No,No,Medium,Routine,Medium,Low,0,Shifts,Remote,Low,<30k,Recognition,No,11,Yes,Medium,High,Medium,High,Medium,Event Planner
Finance,Collaborative,Strategic,Medium,High,High,Low,Medium,Finance,19,Low,Medium,Low,Low,Medium,Auditory,3,Low,Design,Urban,No,Masters,2.09,Construction,Yes,Yes,Low,Routine,Medium,High,10,Freelance,Hybrid,Low,30kâ€“60k,Security,No,3,Yes,Medium,High,Low,High,High,Journalism
Doctor,Independent,Analytical,Low,Medium,High,Low,Low,Marketing,17,High,Low,Low,Low,High,Reading/Writing,3,High,Technology,Rural,No,Diploma,2.85,Education,Yes,No,Low,Routine,Low,Low,0,Freelance,Remote,High,>100k,Helping Others,Yes,13,No,Medium,High,Low,Medium,Low,Technical Writer
Arts,Flexible,Analytical,Low,Low,High,Medium,Medium,Hospitality Management,3,High,Medium,Medium,Low,Low,Auditory,5,High,Education,Flexible,Yes,PhD,2.49,Arts,No,Yes,High,Routine,Low,High,3,Freelance,On-site,High,<30k,Security,Yes,16,Yes,Low,Low,High,Medium,Low,Finance
Design,Independent,Strategic,High,Low,Low,Medium,Medium,Sociology,14,High,Low,Low,Low,Low,Kinesthetic,0,Medium,Technology,Flexible,No,Diploma,2.59,Education,No,Yes,High,Dynamic,Low,High,8,Freelance,Remote,Low,60kâ€“100k,Recognition,No,1,Yes,Medium,Medium,Low,Low,High,Civil Engineer
Legal,Flexible,Creative,Medium,Medium,High,Low,Medium,Statistics,16,Low,Medium,Medium,Low,Medium,Reading/Writing,1,High,Lawyer,Flexible,No,Bachelors,2.24,Education,Yes,Yes,Medium,Dynamic,Low,Medium,6,9â€“5,On-site,Medium,>100k,Security,No,15,Yes,Low,Medium,Low,Low,High,Technology
Medical,Flexible,Creative,Low,Medium,High,Medium,Low,Business Administration,14,Low,Medium,High,Low,High,Reading/Writing,1,Medium,Finance,Urban,No,Masters,2.67,Arts,Yes,Yes,High,Dynamic,High,Low,3,Shifts,Remote,High,>100k,Security,Yes,5,Yes,Medium,Medium,Medium,Low,High,SEO Specialist
Lawyer,Independent,Strategic,High,Low,High,High,Medium,Biology,16,Low,Low,High,Medium,Medium,Kinesthetic,4,Low,Technology,Flexible,No,Bachelors,3.27,Arts,Yes,Yes,High,Dynamic,Medium,Low,10,Freelance,On-site,Low,>100k,Helping Others,No,3,Yes,High,Low,Medium,Medium,Low,Content Writer
Finance,Collaborative,Creative,Low,Medium,Medium,Medium,Low,Information Technology,2,Medium,Medium,High,Medium,Low,Visual,4,Low,Teaching,Rural,Yes,Bachelors,3.43,Retail,Yes,No,High,Dynamic,High,High,1,Shifts,On-site,Low,60kâ€“100k,Security,Yes,15,Yes,Low,Low,Medium,Low,High,Financial Planner
Hospitality,Collaborative,Strategic,High,Medium,Low,High,Medium,Information Technology,11,High,High,Medium,High,Low,Reading/Writing,3,Medium,Sales,Rural,No,PhD,3.69,Retail,Yes,No,Low,Routine,Medium,Medium,4,Shifts,On-site,Low,>100k,Security,Yes,6,Yes,Low,Medium,High,Medium,High,Sales
Doctor,Collaborative,Practical,High,Medium,Low,Low,Low,Political Science,6,Medium,Medium,High,High,Medium,Auditory,2,Low,Legal,Rural,No,PhD,2.33,Construction,Yes,Yes,High,Dynamic,High,Medium,2,Shifts,Hybrid,Low,30kâ€“60k,Security,Yes,11,No,Low,Medium,Low,Low,Low,Engineering
Mathematics,Collaborative,Strategic,Medium,Medium,High,High,Medium,Journalism,7,Medium,Medium,Low,Medium,Low,Reading/Writing,5,Low,Technology,Flexible,No,Diploma,2.1,Finance,No,Yes,High,Routine,Medium,High,0,9â€“5,On-site,Medium,>100k,Helping Others,No,10,No,Low,High,High,Medium,Low,Clinical Psychologist
Design,Flexible,Strategic,Medium,Low,High,Low,Medium,Fine Arts,9,Low,Medium,Medium,Medium,Low,Auditory,4,Medium,Design,Urban,No,Masters,2.66,Healthcare,Yes,No,Low,Routine,Medium,High,6,9â€“5,Hybrid,High,30kâ€“60k,Innovation,Yes,13,No,High,Low,Medium,Low,Low,Therapist
Business,Flexible,Practical,Low,Low,High,Medium,Low,Physics,10,Medium,High,Low,Low,Low,Auditory,4,High,Public Relations,Flexible,Yes,Diploma,3.93,Education,Yes,Yes,Low,Routine,Medium,Medium,8,Shifts,On-site,Medium,30kâ€“60k,Helping Others,No,0,Yes,Low,Medium,Medium,Medium,Low,Lawyer
Business,Flexible,Creative,High,Low,Low,High,High,Journalism,10,High,Low,High,Medium,Medium,Kinesthetic,0,Medium,Engineering,Rural,No,Bachelors,3.8,Arts,Yes,No,Medium,Routine,High,Medium,1,Shifts,On-site,Medium,60kâ€“100k,Innovation,Yes,16,Yes,Medium,Low,High,Medium,Low,Architecture
Architecture,Independent,Practical,Medium,Medium,High,High,Low,Marketing,16,High,High,Low,Low,Low,Kinesthetic,2,High,Mathematics,Flexible,No,Bachelors,3.81,Healthcare,No,No,Medium,Dynamic,Medium,High,10,9â€“5,Remote,High,30kâ€“60k,Security,Yes,1,No,Low,Medium,Medium,Low,Low,Geologist
Teaching,Flexible,Practical,Low,Medium,Medium,Low,Medium,Nursing,0,Low,Medium,High,Medium,Low,Visual,2,Low,Public Relations,Rural,No,Bachelors,3.76,Construction,Yes,Yes,Low,Routine,High,High,8,9â€“5,Hybrid,Medium,30kâ€“60k,Recognition,Yes,7,Yes,Medium,High,High,Medium,Medium,Arts
Journalism,Collaborative,Strategic,Low,High,High,High,Low,Public Relations,19,Low,Medium,High,Medium,Medium,Reading/Writing,0,High,Lawyer,Flexible,No,Bachelors,2.35,Tech,No,No,Low,Dynamic,Medium,Medium,10,Shifts,On-site,Low,60kâ€“100k,Recognition,No,18,Yes,Medium,Medium,High,Low,Low,Cybersecurity Analyst
Hospitality,Flexible,Analytical,Low,High,High,High,Low,Economics,6,Medium,Medium,Medium,Medium,Low,Auditory,2,Medium,Legal,Rural,No,Diploma,3.81,Law,Yes,Yes,Low,Routine,Low,High,7,Shifts,On-site,Medium,60kâ€“100k,Recognition,No,12,No,Medium,High,Low,Medium,Medium,Hospitality
Design,Collaborative,Strategic,Medium,Medium,Medium,Medium,Low,Statistics,16,Low,High,High,High,Medium,Kinesthetic,2,High,Lawyer,Urban,Yes,Bachelors,2.45,Law,No,No,Low,Routine,Medium,High,3,Shifts,Remote,Low,60kâ€“100k,Innovation,Yes,10,No,Medium,High,Low,Medium,Low,Mathematics
Architecture,Collaborative,Practical,Medium,Medium,High,Low,Medium,Chemistry,6,High,Medium,Medium,High,Low,Reading/Writing,5,Medium,Sales,Flexible,No,Bachelors,3.26,Construction,No,Yes,Low,Dynamic,Low,Medium,4,9â€“5,On-site,High,>100k,Innovation,No,6,No,High,Low,High,Low,High,AI Researcher
Architecture,Independent,Practical,Medium,High,Medium,Low,Medium,Information Technology,9,Medium,High,High,Low,Medium,Kinesthetic,1,High,Marketing,Urban,No,PhD,3.31,Healthcare,Yes,No,Medium,Routine,Medium,High,9,9â€“5,Hybrid,Medium,30kâ€“60k,Recognition,No,0,No,High,High,Medium,High,Medium,Hotel Manager
Consulting,Flexible,Analytical,Medium,Medium,High,Low,Low,History,7,Medium,Low,Low,Medium,Low,Auditory,4,High,Arts,Flexible,Yes,Diploma,2.82,Finance,Yes,No,Medium,Dynamic,High,Low,5,9â€“5,On-site,High,>100k,Security,Yes,16,Yes,Low,Medium,Low,Medium,Medium,Logistics Manager
Hospitality,Flexible,Analytical,Medium,High,Medium,Medium,Low,Chemistry,5,Medium,Medium,Low,Medium,Low,Visual,3,High,Engineering,Urban,Yes,PhD,2.2,Arts,Yes,Yes,Medium,Routine,Medium,High,8,Shifts,Hybrid,Medium,30kâ€“60k,Recognition,No,18,Yes,Low,Low,Low,Low,High,Chef
Journalism,Flexible,Practical,High,Low,Medium,Medium,Medium,Engineering,16,Low,High,High,Low,Low,Visual,1,Medium,Mathematics,Urban,No,Masters,3.11,Law,No,No,Medium,Dynamic,Low,Medium,0,Freelance,Hybrid,Low,30kâ€“60k,Recognition,No,0,No,High,Low,Low,Medium,High,Mathematics
Consulting,Flexible,Creative,Medium,Low,Medium,Medium,Low,Physics,3,Low,High,Low,Low,Low,Reading/Writing,2,Low,Arts,Rural,No,Masters,3.9,Education,Yes,Yes,High,Routine,High,High,3,Freelance,On-site,Low,<30k,Helping Others,Yes,8,No,Medium,Medium,Low,Medium,High,Chef
Journalism,Independent,Creative,High,Medium,Medium,High,Low,Engineering,13,High,High,Medium,Low,Medium,Reading/Writing,5,High,Arts,Urban,Yes,Bachelors,3.86,Finance,Yes,Yes,Low,Routine,High,Medium,6,Shifts,On-site,High,60kâ€“100k,Security,No,16,Yes,Medium,Low,Low,Medium,Low,Legal
Education,Independent,Practical,Medium,Medium,Medium,Low,Low,Chemistry,11,Low,Medium,High,High,Low,Visual,5,Medium,Consulting,Urban,No,Diploma,3.05,Arts,Yes,No,High,Routine,Medium,High,10,9â€“5,Remote,High,60kâ€“100k,Innovation,Yes,15,No,Medium,High,Medium,Medium,Low,Civil Engineer
Business,Collaborative,Creative,Medium,Low,Low,Low,Low,Economics,17,Low,Medium,High,High,Medium,Kinesthetic,1,High,Consulting,Flexible,No,Bachelors,2.23,Construction,Yes,Yes,High,Dynamic,Low,High,3,Freelance,Hybrid,Low,30kâ€“60k,Security,No,7,Yes,High,High,Low,High,Medium,Animator
Lawyer,Collaborative,Strategic,Medium,Low,Low,Low,Medium,Chemistry,6,Medium,Medium,Low,Low,High,Kinesthetic,5,Medium,Mathematics,Urban,No,PhD,3.31,Retail,Yes,No,High,Routine,Low,High,9,9â€“5,Hybrid,Low,<30k,Helping Others,No,11,Yes,Medium,High,Low,Medium,High,Entrepreneur
Finance,Independent,Creative,High,High,Medium,High,Low,Mechanical Engineering,2,Low,Medium,Low,High,Medium,Kinesthetic,2,Low,Engineering,Rural,No,Bachelors,3.51,Construction,No,No,Low,Dynamic,High,Low,6,Freelance,On-site,High,60kâ€“100k,Security,Yes,3,No,High,Low,High,Medium,Medium,Veterinarian
Hospitality,Collaborative,Creative,High,Medium,Low,Medium,Low,Environmental Science,10,High,Low,High,Low,High,Auditory,2,Medium,Arts,Flexible,No,Bachelors,3.47,Construction,No,No,Medium,Dynamic,Medium,High,9,9â€“5,Remote,Medium,30kâ€“60k,Helping Others,Yes,5,No,Medium,Low,Low,High,Medium,Public Relations
Lawyer,Collaborative,Strategic,Low,Low,Medium,Low,Medium,Chemistry,8,High,High,Low,High,Medium,Kinesthetic,4,Medium,Education,Urban,No,Bachelors,3.55,Education,No,No,High,Dynamic,Medium,Low,4,Freelance,Remote,Low,30kâ€“60k,Helping Others,Yes,1,Yes,Medium,Medium,Medium,High,High,Dentist
Public Relations,Independent,Analytical,Medium,High,High,High,High,Accounting,7,Low,Medium,Medium,Medium,Medium,Kinesthetic,3,Medium,Legal,Flexible,Yes,PhD,2.52,Education,Yes,Yes,High,Dynamic,High,Medium,6,Freelance,Hybrid,High,30kâ€“60k,Recognition,No,9,No,Medium,Low,Medium,Low,Low,Human Resources
Finance,Flexible,Strategic,High,High,High,Medium,Medium,Sociology,6,Low,Medium,Medium,Medium,Medium,Kinesthetic,3,Low,Engineering,Rural,Yes,Bachelors,2.71,Healthcare,Yes,No,High,Routine,High,Medium,4,Shifts,Hybrid,Medium,>100k,Helping Others,No,14,Yes,Medium,Medium,Medium,Low,High,Hotel Manager
Design,Flexible,Analytical,Low,Low,Low,Low,Low,Information Technology,4,Low,Low,High,High,Medium,Auditory,0,Medium,Doctor,Flexible,No,Masters,3.77,Finance,Yes,Yes,Low,Dynamic,Medium,Low,1,Freelance,On-site,High,>100k,Recognition,Yes,3,No,Medium,Medium,Medium,Medium,Medium,Social Media Manager
Engineering,Collaborative,Analytical,High,High,Low,Medium,Medium,Sociology,19,High,Medium,Medium,High,Medium,Auditory,2,Low,Design,Rural,No,PhD,3.45,Law,Yes,No,Medium,Dynamic,Medium,Low,6,Freelance,Remote,Medium,60kâ€“100k,Helping Others,No,1,Yes,Low,Low,Low,Low,Medium,Civil Engineer
Education,Independent,Strategic,Low,Medium,Low,High,Medium,Physics,9,Low,Medium,Low,High,High,Auditory,4,Low,Public Relations,Rural,Yes,Diploma,2.24,Construction,No,Yes,High,Dynamic,High,Medium,5,Shifts,On-site,High,60kâ€“100k,Innovation,No,4,No,Medium,Low,Medium,Medium,Low,Hotel Manager
Sales,Flexible,Strategic,Medium,Medium,Low,Low,Low,Medicine,3,Medium,High,Medium,Low,Medium,Auditory,1,High,Mathematics,Urban,Yes,Diploma,3.23,Arts,No,Yes,Low,Routine,High,Low,10,Freelance,On-site,Medium,60kâ€“100k,Security,Yes,8,No,High,Medium,High,High,Medium,UX/UI Designer
Medical,Flexible,Strategic,High,Low,Low,Medium,Low,Civil Engineering,10,Medium,Medium,Medium,Medium,Low,Visual,0,Medium,Engineering,Rural,Yes,Masters,3.9,Arts,No,Yes,Medium,Routine,Low,Medium,4,9â€“5,Remote,Low,<30k,Innovation,Yes,0,Yes,Low,Medium,Medium,Medium,High,Mechanical Engineer
Education,Flexible,Practical,Low,Medium,High,Low,Medium,Statistics,6,Low,Medium,Medium,High,Medium,Visual,5,Low,Public Relations,Urban,No,Masters,3.22,Arts,Yes,Yes,Medium,Routine,Medium,Medium,1,Shifts,Hybrid,Low,60kâ€“100k,Helping Others,Yes,4,No,Medium,Medium,Medium,Low,Medium,Flight Attendant
Mathematics,Flexible,Strategic,High,Medium,High,Low,Low,Hospitality Management,15,Medium,Medium,Low,High,Low,Kinesthetic,3,Low,Education,Flexible,No,PhD,3.09,Law,No,Yes,Low,Routine,High,High,7,Shifts,On-site,Low,<30k,Helping Others,No,8,No,Medium,Medium,Medium,High,Low,UX/UI Designer
Marketing,Collaborative,Analytical,Medium,Medium,High,Medium,Low,Fine Arts,3,Medium,Medium,High,High,Medium,Reading/Writing,1,Medium,Finance,Flexible,No,Bachelors,3.22,Law,No,No,Low,Routine,Medium,High,9,Freelance,Remote,Medium,60kâ€“100k,Innovation,Yes,17,Yes,Medium,High,Medium,High,High,Hotel Manager
Technology,Collaborative,Analytical,Medium,High,Low,Medium,Medium,Mechanical Engineering,6,Low,Medium,Medium,Medium,High,Visual,4,Low,Journalism,Rural,No,Masters,3.44,Education,Yes,Yes,Low,Routine,Low,Medium,0,Shifts,Remote,Medium,>100k,Innovation,No,20,Yes,Low,Medium,Low,High,Low,Design
